iter	MultiClass
207	0.02610144372
208	0.02597430271
209	0.02583766099
210	0.02576535038
211	0.02563698536
212	0.02543150554
213	0.02533447508
214	0.02523926059
215	0.0250891117
216	0.02493019819
217	0.02481339454
218	0.02469084126
219	0.02450082365
220	0.02439509408
221	0.02432146932
222	0.02421889161
223	0.0241009373
224	0.02400071725
225	0.02380467731
226	0.02372778406
227	0.0236060445
228	0.02351757971
229	0.02338169583
230	0.02322156344
231	0.02316812079
232	0.02303898395
233	0.02292838002
234	0.02285515435
235	0.02277358549
236	0.02266928352
237	0.02248591037
238	0.02240633946
239	0.02231749934
240	0.02220904095
241	0.02210941681
242	0.02202048488
243	0.02191141412
244	0.02173486299
245	0.02163721891
246	0.02157936183
247	0.0215067338
248	0.02138904247
249	0.02126001528
250	0.02118460666
251	0.02110067038
252	0.02092737702
253	0.020815639
254	0.02073374788
255	0.02064875589
256	0.02058268549
257	0.02052226546
258	0.02043344319
259	0.02034340538
260	0.0202298832
261	0.02014202266
262	0.02004168704
263	0.02000703271
264	0.01991332863
265	0.01983418316
266	0.01974515522
267	0.01964345048
268	0.01953880068
269	0.01944174273
270	0.01938063482
271	0.01929484041
272	0.01923020633
273	0.01918148799
274	0.01911106952
275	0.01902515419
276	0.01892617897
277	0.01889472663
278	0.01881966895
279	0.01873130682
280	0.01864223839
281	0.01858179572
282	0.01849866128
283	0.01841480017
284	0.01833035993
285	0.018262483
286	0.01816657069
287	0.01804742047
288	0.01798062776
289	0.01790572357
290	0.01781077005
291	0.01773841686
292	0.01767883648
293	0.01760235359
294	0.01753400585
295	0.01746515105
296	0.01740190974
297	0.01735231269
298	0.01731260939
299	0.01726036088
300	0.01717691597
301	0.01712130618
302	0.01706885166
303	0.01701070662
304	0.01691862699
305	0.01684572618
306	0.01676257659
307	0.01669948128
308	0.01664939079
309	0.01659997526
310	0.01653147877
311	0.01648172632
312	0.01641323713
313	0.01635285939
314	0.01627410897
315	0.01621969558
316	0.01610744669
317	0.0160589052
318	0.01600107844
319	0.01594891849
320	0.01588538215
321	0.01583812022
322	0.0158006656
323	0.015753829
324	0.01570690339
325	0.01568868071
326	0.01564276198
327	0.01555415238
328	0.01551030557
329	0.01546067407
330	0.01537814732
331	0.01533868924
332	0.01528054155
333	0.01522779896
334	0.01518489728
335	0.01513115353
336	0.01507347711
337	0.01503492021
338	0.0149927246
339	0.01496346944
340	0.01491774329
341	0.01485148363
342	0.01481711026
343	0.01473471209
344	0.01468850182
345	0.01461326458
346	0.01458025869
347	0.01451430149
348	0.01441603799
349	0.01436823594
350	0.01432929089
351	0.01428904268
352	0.01422739212
353	0.01417528732
354	0.01413103775
355	0.01407455384
356	0.01402252032
357	0.01398315441
358	0.01393824198
359	0.01390158168
360	0.01388613325
361	0.01385320787
362	0.01381427696
363	0.01378245101
364	0.01372421386
365	0.01368077209
366	0.01360846573
367	0.01356599581
368	0.01353892596
369	0.01348523608
370	0.01345560952
371	0.01340898362
372	0.01336527895
373	0.01333200957
374	0.01326212117
375	0.01319878996
376	0.01315260044
377	0.01311355359
378	0.0130714852
379	0.01302663422
380	0.01299358863
381	0.01294646575
382	0.01290956565
383	0.01289096023
384	0.0128501059
385	0.012811185
386	0.01277580639
387	0.01271992208
388	0.01268866347
389	0.01264595565
390	0.0125981311
391	0.01256572257
392	0.01254384831
393	0.0125109536
394	0.01249417165
395	0.01245992823
396	0.01244265458
397	0.01238936838
398	0.01234862218
399	0.01228336553
400	0.01223175839
401	0.01219975856
402	0.01217221281
403	0.01213704807
404	0.01211957025
405	0.01207918872
406	0.01204285845
407	0.01200938311
408	0.01197379903
409	0.01194139658
410	0.01190699773
411	0.01186398396
412	0.01183555527
413	0.01180139939
414	0.01176196038
415	0.01172070941
416	0.01169639732
417	0.0116619225
418	0.01162860579
419	0.01160305464
420	0.0115630939
421	0.01153092848
422	0.01149647327
423	0.01147945654
424	0.01143666753
425	0.01141067587
426	0.0113727274
427	0.01135145154
428	0.01132988285
429	0.01130244883
430	0.01127606728
431	0.01124150752
432	0.01121207656
433	0.01118033776
434	0.01115483007
435	0.01113858122
436	0.0111156109
437	0.01109341845
438	0.01106363361
439	0.01104277225
440	0.01100064193
441	0.01097074383
442	0.01094967599
443	0.01092437893
444	0.01089265929
445	0.01086429329
446	0.01083569803
447	0.01079795523
448	0.01076190021
449	0.01073820204
450	0.01072463976
451	0.01069468568
452	0.01067390326
453	0.01065438665
454	0.01062663175
455	0.01059537175
456	0.01056670086
457	0.01053671164
458	0.01052038953
459	0.0105015887
460	0.01046997202
461	0.01045402037
462	0.01042577199
463	0.01039437638
464	0.01037593594
465	0.01035374259
466	0.0103322782
467	0.01030601372
468	0.01028311425
469	0.01026824272
470	0.01023643082
471	0.01021327149
472	0.01018815705
473	0.01015947555
474	0.01012856309
475	0.0100855618
476	0.01004842996
477	0.01002126949
478	0.009997523233
479	0.009971497688
480	0.00994969161
481	0.009942871949
482	0.009923791709
483	0.009901926989
484	0.009881094384
485	0.009847591325
486	0.009818504848
487	0.009800745139
488	0.00978862174
489	0.009748961784
490	0.009710839782
491	0.009682617975
492	0.009652658304
493	0.009635991554
494	0.009615894269
495	0.009585387604
496	0.009559969423
497	0.009546665031
498	0.009527367282
499	0.009505391038
500	0.009472073821
501	0.00945108135
502	0.009432707319
503	0.009415430958
504	0.009388262
505	0.009364789363
506	0.00934634206
507	0.009329031983
508	0.009307324233
509	0.009291584743
510	0.009274115882
511	0.009256154204
512	0.009238636979
513	0.009211659142
514	0.009180033085
515	0.009159700455
516	0.009138854495
517	0.009119304336
518	0.009096354013
519	0.009069938763
520	0.009052877212
521	0.009035995919
522	0.009011032321
523	0.008997873047
524	0.008976390367
525	0.00895453733
526	0.008927263307
527	0.008906830383
528	0.008887378892
529	0.008868505027
530	0.008855149251
531	0.008834455623
532	0.00881400407
533	0.008800669148
534	0.008774691422
535	0.008749882901
536	0.008745085147
537	0.008726354849
538	0.008709999222
539	0.008673549917
540	0.008655685278
541	0.008640676175
542	0.008608045673
543	0.008582210918
544	0.008566692417
545	0.008537851139
546	0.008522666817
547	0.008499419253
548	0.008491135058
549	0.008464753084
550	0.008444850659
551	0.00842400803
552	0.008403345836
553	0.008380350169
554	0.008356781307
555	0.008339110018
556	0.008320666564
557	0.008308192153
558	0.008297679517
559	0.008282860905
560	0.008250771555
561	0.008229058346
562	0.008205775584
563	0.008190984466
564	0.00816388581
565	0.008143795151
566	0.008128569273
567	0.008111715621
568	0.008093709243
569	0.008080721177
570	0.00806526128
571	0.008045459312
572	0.008026166963
573	0.008006787842
574	0.007977037212
575	0.007962376161
576	0.007946010506
577	0.007936243169
578	0.007930182199
579	0.007915478666
580	0.007904837613
581	0.007890114801
582	0.007881628212
583	0.007863153868
584	0.007836907665
585	0.007821879421
586	0.007807912622
587	0.007791760753
588	0.007775047476
589	0.007761279431
590	0.007743892513
591	0.007723290748
592	0.007712744491
593	0.007696262959
594	0.007682887137
595	0.007670985579
596	0.007655373783
597	0.007646430626
598	0.007630152417
599	0.007612084614
600	0.007597302108
601	0.007584885754
602	0.00757130946
603	0.007547267126
604	0.007534957273
605	0.007513454371
606	0.007485920234
607	0.007471565821
608	0.007460489082
609	0.007443395908
610	0.007422683545
611	0.007413418671
612	0.00740040579
613	0.007394573112
614	0.007382293426
615	0.007370276753
616	0.007363256282
617	0.007357105352
618	0.007341791902
619	0.007325097079
620	0.007312963765
621	0.00729506453
622	0.007272003116
623	0.007258064334
624	0.00724442187
625	0.007232076615
626	0.00722166962
627	0.007212336204
628	0.007203462234
629	0.007186984265
630	0.007179368964
631	0.007161902924
632	0.007153091889
633	0.007133326885
634	0.007116889486
635	0.007101286233
636	0.007087884005
637	0.00707983456
638	0.007063992603
639	0.007056033557
640	0.007044703784
641	0.00703608554
642	0.007030096763
643	0.007012077172
644	0.006995428844
645	0.006990227362
646	0.006981873609
647	0.006966247445
648	0.006953414969
649	0.006942129963
650	0.006928050179
651	0.006914016713
652	0.006903495859
653	0.006888043962
654	0.006876233353
655	0.006865650349
656	0.006857038832
657	0.006842677692
658	0.006829948559
659	0.006821697332
660	0.006816399109
661	0.006798933342
662	0.006778934491
663	0.006769118398
664	0.006758184021
665	0.006738716276
666	0.00671494554
667	0.006700612219
668	0.006687703826
669	0.006674266396
670	0.00666141184
671	0.00664939213
672	0.006638075383
673	0.006623422289
674	0.006619694771
675	0.006604011648
676	0.006594932678
677	0.006584588741
678	0.006563675655
679	0.006553369828
680	0.006527262966
681	0.006516940758
682	0.006500831737
683	0.006492293179
684	0.006483367109
685	0.006473787542
686	0.006467939774
687	0.006454501951
688	0.006441619771
689	0.006436107631
690	0.006424841832
691	0.006414548702
692	0.006395418837
693	0.006389611381
694	0.006378281996
695	0.006365638266
696	0.006358709397
697	0.006339804977
698	0.006323354919
699	0.006305664842
700	0.006294521506
701	0.006290069486
702	0.006280848351
703	0.006263290281
704	0.006249201707
705	0.006236948682
706	0.006230681924
707	0.006223784353
708	0.006217435
709	0.006208395466
710	0.006199493824
711	0.006183227163
712	0.006177011136
713	0.006173083914
714	0.006166090308
715	0.006157394047
716	0.006145912084
717	0.006132239371
718	0.006125747541
719	0.006112877855
720	0.006108614614
721	0.006100530388
722	0.00609315872
723	0.006078124556
724	0.006068146647
725	0.006053654668
726	0.006042027208
727	0.006034282574
728	0.006023440383
729	0.006015340756
730	0.006010732753
731	0.006001702458
732	0.005994081539
733	0.005984866681
734	0.005971218862
735	0.005959512832
736	0.005952773152
737	0.005936460294
738	0.005929744603
739	0.005914264918
740	0.005905281908
741	0.005898952378
742	0.005889655521
743	0.005880262432
744	0.005869325751
745	0.005858086574
746	0.005839530523
747	0.005830978628
748	0.005819816587
749	0.005811037414
750	0.005796655894
751	0.005787757932
752	0.005781719805
753	0.005773780339
754	0.005759956433
755	0.005748514596
756	0.005740147385
757	0.005728987905
758	0.005721911992
759	0.00571336287
760	0.005704381105
761	0.005698273686
762	0.005691666112
763	0.005682815477
764	0.005678167468
765	0.005664061101
766	0.005657206957
767	0.005650289874
768	0.005639647601
769	0.005630641446
770	0.005621935901
771	0.005614448939
772	0.005603909897
773	0.005594606414
774	0.005588636951
775	0.005575749049
776	0.005571014999
777	0.005562318754
778	0.005552785147
779	0.005544299078
780	0.00553527206
781	0.005526497719
782	0.005518910427
783	0.005505079374
784	0.005495637144
785	0.005490655444
786	0.005482008513
787	0.005474550575
788	0.005467823872
789	0.005460291533
790	0.005452051968
791	0.00544191281
792	0.005434934976
793	0.005430360912
794	0.005423986896
795	0.005413039379
796	0.005397579169
797	0.005390435187
798	0.0053795177
799	0.005371433585
800	0.005363824986
801	0.005355917774
802	0.005348093535
803	0.005344219249
804	0.005335994076
805	0.005327166661
806	0.005319004836
807	0.005311530138
808	0.00530495966
809	0.005293872462
810	0.005286124587
811	0.005280844827
812	0.005273712125
813	0.005264645947
814	0.005253221293
815	0.005242265419
816	0.005234237574
817	0.005226781173
818	0.005223590705
819	0.005217318174
820	0.005209622027
821	0.005203301472
822	0.005198372758
823	0.005191459154
824	0.005184136928
825	0.005173099999
826	0.005167291389
827	0.005149069657
828	0.005138936209
829	0.005132698046
830	0.00512699492
831	0.005115663833
832	0.005106323054
833	0.005097855023
834	0.005087321527
835	0.005074530167
836	0.005070915478
837	0.005067476098
838	0.005057634915
839	0.005050533349
840	0.00504076918
841	0.0050350724
842	0.005028924501
843	0.005017641048
844	0.005010374749
845	0.005004897409
846	0.004996334953
847	0.004990854732
848	0.004984242302
849	0.00497542975
850	0.004965745415
851	0.004960558422
852	0.004953406612
853	0.004943877817
854	0.004939882805
855	0.004936103608
856	0.004929750207
857	0.004922959227
858	0.004915768274
859	0.00490735502
860	0.0048995837
861	0.004890860247
862	0.00487638246
863	0.004865971359
864	0.004858942435
865	0.004852096549
866	0.004846705308
867	0.004835326834
868	0.004832076343
869	0.004820313376
870	0.004815916581
871	0.004810469677
872	0.00480813401
873	0.004802915603
874	0.00479029942
875	0.004780355568
876	0.004774895577
877	0.004771410282
878	0.00476350312
879	0.004748806258
880	0.004744348378
881	0.004737118347
882	0.004727361631
883	0.004722398942
884	0.004717640624
885	0.004711216567
886	0.004704364722
887	0.004699143029
888	0.00469573864
889	0.004686252996
890	0.00467849913
891	0.004669553518
892	0.004664105016
893	0.004659376114
894	0.004651891194
895	0.004648251143
896	0.004645103899
897	0.004639739562
898	0.004637483713
899	0.004630631488
900	0.004625950621
901	0.004617603365
902	0.004611676716
903	0.004604731051
904	0.004598018595
905	0.004594780744
906	0.004591334141
907	0.004583565109
908	0.004581600481
909	0.004578025611
910	0.004571921149
911	0.004567279609
912	0.004560380981
913	0.00455564446
914	0.00455033297
915	0.004542255459
916	0.004535664839
917	0.004531727635
918	0.004524462614
919	0.004516961454
920	0.004510744744
921	0.004506222866
922	0.004499757875
923	0.004490721264
924	0.004487552185
925	0.004481515938
926	0.004473492161
927	0.004467533641
928	0.004460684751
929	0.004457509116
930	0.004452665979
931	0.004449001564
932	0.004440706474
933	0.004432578012
934	0.004424867852
935	0.004419925354
936	0.004415199889
937	0.004406377958
938	0.004400683802
939	0.004393292453
940	0.004384174384
941	0.004379585307
942	0.004373046275
943	0.004367830739
944	0.00436261769
945	0.0043584028
946	0.004354190914
947	0.00435153589
948	0.004344347274
949	0.004339243007
950	0.004335081006
951	0.004331275897
952	0.004324628651
953	0.004316978247
954	0.004312841042
955	0.004309219351
956	0.004305706449
957	0.004301417618
958	0.00429666954
959	0.004292475474
960	0.004287334954
961	0.004282835635
962	0.004275626938
963	0.004272608194
964	0.004268209141
965	0.004263986206
966	0.004256431557
967	0.00425264087
968	0.004246026132
969	0.004239514371
970	0.004234615075
971	0.004230537727
972	0.004222182098
973	0.004217332185
974	0.004210846489
975	0.004203535613
976	0.004199700751
977	0.004195031973
978	0.004190534032
979	0.004187096714
980	0.004179770618
981	0.004174645094
982	0.004168277916
983	0.004164046972
984	0.004157447598
985	0.004150963688
986	0.004144522226
987	0.004140357552
988	0.004132999945
989	0.004128589751
990	0.004124153412
991	0.00412023807
992	0.004115368674
993	0.004109593886
994	0.004106542423
995	0.004100281979
996	0.00409563801
997	0.004091509129
998	0.004085955804
999	0.004081233117
